agent,board,magnitude,frequency,seed,label,condition,shift_idx,to_opponent,returns_to_A,shift_at_step,baseline,threshold80,min_rolling,perf_drop,end_rolling,disrupted,recovered,recovery_games,adapt_cost_games,adapt_cost_ksteps,segment_games
ppo,13x13,med,f2,1,med-f2,corner-phase2-med-f2-s1,0,defensive,1,500219,0.99,0.792,0.72,0.27,0.95,1,1,7,275.14,40.37,6252
ppo,13x13,med,f2,1,med-f2,corner-phase2-med-f2-s1,1,corner,0,1400561,0.95,0.76,0.94,0.01,0.99,0,1,0,0.61,0.08,6390
ppo,13x13,med,f2,1,med-f2,corner-phase2-med-f2-s1,2,defensive,1,2300229,0.99,0.792,0.85,0.14,0.99,0,1,0,186.59,28.22,6107
ppo,13x13,med,f2,1,med-f2,corner-phase2-med-f2-s1,3,corner,0,3200251,0.99,0.792,0.94,0.05,0.99,0,1,0,49.9,6.61,6010
ppo,13x13,low,f3,2,low-f3,corner-phase2-low-f3-s2,0,edge,1,500157,0.98,0.784,0.8,0.18,0.97,0,1,0,52.08,9.52,2127
ppo,13x13,low,f3,2,low-f3,corner-phase2-low-f3-s2,1,corner,0,850201,0.97,0.776,0.85,0.12,0.99,0,1,0,70.93,10.32,2448
ppo,13x13,low,f3,2,low-f3,corner-phase2-low-f3-s2,2,edge,1,1200157,0.99,0.792,0.83,0.16,0.91,0,1,0,73.5,12.55,2174
ppo,13x13,low,f3,2,low-f3,corner-phase2-low-f3-s2,3,corner,0,1550255,0.91,0.728,0.89,0.02,0.92,0,1,0,0.26,0.04,2511
ppo,13x13,low,f3,2,low-f3,corner-phase2-low-f3-s2,4,edge,1,1900247,0.92,0.736,0.84,0.08,0.93,0,1,0,12.91,2.33,2146
ppo,13x13,low,f3,2,low-f3,corner-phase2-low-f3-s2,5,corner,0,2250159,0.93,0.744,0.91,0.02,0.93,0,1,0,1.29,0.18,2461
ppo,13x13,low,f3,2,low-f3,corner-phase2-low-f3-s2,6,edge,1,2600308,0.93,0.744,0.86,0.07,0.95,0,1,0,8.9,1.56,2239
ppo,13x13,low,f3,2,low-f3,corner-phase2-low-f3-s2,7,corner,0,2950134,0.95,0.76,0.87,0.08,0.98,0,1,0,17.02,2.23,2552
ppo,13x13,low,f3,2,low-f3,corner-phase2-low-f3-s2,8,edge,1,3300241,0.98,0.784,0.92,0.06,0.96,0,1,0,28.13,4.41,2257
ppo,13x13,low,f3,2,low-f3,corner-phase2-low-f3-s2,9,corner,0,3650198,0.96,0.768,0.89,0.07,1.0,0,1,0,9.16,1.38,2574
ppo,13x13,high,f1,2,high-f1,greedy-phase2-high-f1-s2,0,defensive,1,500212,0.94,0.752,0.73,0.21,0.97,1,1,8,125.48,14.84,22251
ppo,13x13,high,f1,2,high-f1,greedy-phase2-high-f1-s2,1,greedy,0,3200324,0.97,0.776,0.89,0.08,0.96,0,1,0,49.6,10.7,3804
ppo,13x13,low,f1,0,low-f1,corner-phase2-low-f1,0,edge,1,500147,0.98,0.784,0.86,0.12,0.96,0,1,0,454.39,60.76,20724
ppo,13x13,low,f1,0,low-f1,corner-phase2-low-f1,1,corner,0,3200171,0.96,0.768,0.91,0.05,0.99,0,1,0,21.59,2.62,6869
ppo,13x13,low,f2,2,low-f2,corner-phase2-low-f2-s2,0,edge,1,500157,0.98,0.784,0.8,0.18,0.98,0,1,0,134.55,20.04,6401
ppo,13x13,low,f2,2,low-f2,corner-phase2-low-f2-s2,1,corner,0,1400231,0.98,0.784,0.81,0.17,0.97,0,1,0,155.6,19.53,7209
ppo,13x13,low,f2,2,low-f2,corner-phase2-low-f2-s2,2,edge,1,2300189,0.97,0.776,0.92,0.05,0.94,0,1,0,28.06,4.08,7048
ppo,13x13,low,f2,2,low-f2,corner-phase2-low-f2-s2,3,corner,0,3200133,0.94,0.752,0.91,0.03,0.95,0,1,0,5.17,0.64,7109
ppo,13x13,med,f3,0,med-f3,corner-phase2-med-f3,0,defensive,1,500179,0.98,0.784,0.91,0.07,0.98,0,1,0,40.39,6.45,2237
ppo,13x13,med,f3,0,med-f3,corner-phase2-med-f3,1,corner,0,850199,0.98,0.784,0.98,0.0,1.0,0,1,0,0.0,0.0,1923
ppo,13x13,med,f3,0,med-f3,corner-phase2-med-f3,2,defensive,1,1200166,1.0,0.8,0.76,0.24,0.99,1,1,45,201.68,28.52,2474
ppo,13x13,med,f3,0,med-f3,corner-phase2-med-f3,3,corner,0,1550391,0.99,0.792,0.92,0.07,0.98,0,1,0,16.41,2.61,2360
ppo,13x13,med,f3,0,med-f3,corner-phase2-med-f3,4,defensive,1,1900176,0.98,0.784,0.91,0.07,0.91,0,1,0,12.95,1.9,2377
ppo,13x13,med,f3,0,med-f3,corner-phase2-med-f3,5,corner,0,2250301,0.91,0.728,0.9,0.01,0.96,0,1,0,0.16,0.04,1805
ppo,13x13,med,f3,0,med-f3,corner-phase2-med-f3,6,defensive,1,2600191,0.96,0.768,0.94,0.02,0.97,0,1,0,1.86,0.25,2518
ppo,13x13,med,f3,0,med-f3,corner-phase2-med-f3,7,corner,0,2950194,0.97,0.776,0.95,0.02,1.0,0,1,0,2.02,0.64,1820
ppo,13x13,med,f3,0,med-f3,corner-phase2-med-f3,8,defensive,1,3300179,1.0,0.8,0.94,0.06,0.98,0,1,0,25.71,3.61,2473
ppo,13x13,med,f3,0,med-f3,corner-phase2-med-f3,9,corner,0,3650291,0.98,0.784,0.96,0.02,1.0,0,1,0,0.55,0.14,2346
ppo,13x13,med,f3,1,med-f3,corner-phase2-med-f3-s1,0,defensive,1,500219,0.99,0.792,0.72,0.27,0.95,1,1,7,177.6,26.84,2287
ppo,13x13,med,f3,1,med-f3,corner-phase2-med-f3-s1,1,corner,0,850450,0.95,0.76,0.94,0.01,0.98,0,1,0,0.27,0.05,2219
ppo,13x13,med,f3,1,med-f3,corner-phase2-med-f3-s1,2,defensive,1,1200155,0.98,0.784,0.75,0.23,0.99,1,1,12,98.21,14.57,2350
ppo,13x13,med,f3,1,med-f3,corner-phase2-med-f3-s1,3,corner,0,1550236,0.99,0.792,0.97,0.02,0.99,0,1,0,4.69,0.74,2297
ppo,13x13,med,f3,1,med-f3,corner-phase2-med-f3-s1,4,defensive,1,1900292,0.99,0.792,0.88,0.11,0.97,0,1,0,57.14,8.72,2267
ppo,13x13,med,f3,1,med-f3,corner-phase2-med-f3-s1,5,corner,0,2250205,0.97,0.776,0.95,0.02,0.98,0,1,0,1.13,0.23,2499
ppo,13x13,med,f3,1,med-f3,corner-phase2-med-f3-s1,6,defensive,1,2600185,0.98,0.784,0.91,0.07,0.97,0,1,0,37.47,5.36,2394
ppo,13x13,med,f3,1,med-f3,corner-phase2-med-f3-s1,7,corner,0,2950289,0.97,0.776,0.97,0.0,1.0,0,1,0,0.0,0.0,2382
ppo,13x13,med,f3,1,med-f3,corner-phase2-med-f3-s1,8,defensive,1,3300128,1.0,0.8,0.9,0.1,0.96,0,1,0,104.85,14.51,2539
ppo,13x13,med,f3,1,med-f3,corner-phase2-med-f3-s1,9,corner,0,3650236,0.96,0.768,0.96,0.0,0.99,0,1,0,0.0,0.0,2577
ppo,13x13,med,f2,0,med-f2,corner-phase2-med-f2,0,defensive,1,500179,0.98,0.784,0.91,0.07,0.99,0,1,0,47.97,7.67,5957
ppo,13x13,med,f2,0,med-f2,corner-phase2-med-f2,1,corner,0,1400306,0.99,0.792,0.91,0.08,0.95,0,1,0,70.21,10.85,5511
ppo,13x13,med,f2,0,med-f2,corner-phase2-med-f2,2,defensive,1,2300208,0.95,0.76,0.9,0.05,0.97,0,1,0,14.01,1.95,6328
ppo,13x13,med,f2,0,med-f2,corner-phase2-med-f2,3,corner,0,3200171,0.97,0.776,0.86,0.11,0.99,0,1,0,43.48,8.55,5295
ppo,13x13,low,f1,1,low-f1,corner-phase2-low-f1-s1,0,edge,1,500288,0.99,0.792,0.86,0.13,0.97,0,1,0,519.1,69.56,20897
ppo,13x13,low,f1,1,low-f1,corner-phase2-low-f1-s1,1,corner,0,3200143,0.97,0.776,0.9,0.07,1.0,0,1,0,67.9,8.61,6449
ppo,13x13,high,f3,1,high-f3,greedy-phase2-high-f3-s1,0,defensive,1,500274,0.98,0.784,0.55,0.43,0.98,1,1,396,273.66,33.57,2680
ppo,13x13,high,f3,1,high-f3,greedy-phase2-high-f3-s1,1,greedy,0,850244,0.98,0.784,0.84,0.14,0.97,0,1,0,58.6,11.7,1730
ppo,13x13,high,f3,1,high-f3,greedy-phase2-high-f3-s1,2,defensive,1,1200155,0.97,0.776,0.82,0.15,1.0,0,1,0,62.22,8.05,2574
ppo,13x13,high,f3,1,high-f3,greedy-phase2-high-f3-s1,3,greedy,0,1550516,1.0,0.8,0.91,0.09,0.96,0,1,0,50.87,10.18,1687
ppo,13x13,high,f3,1,high-f3,greedy-phase2-high-f3-s1,4,defensive,1,1900167,0.96,0.768,0.74,0.22,0.99,1,1,50,119.47,14.73,2645
ppo,13x13,high,f3,1,high-f3,greedy-phase2-high-f3-s1,5,greedy,0,2250295,0.99,0.792,0.91,0.08,0.98,0,1,0,36.54,6.84,1750
ppo,13x13,high,f3,1,high-f3,greedy-phase2-high-f3-s1,6,defensive,1,2600205,0.98,0.784,0.76,0.22,0.95,1,1,1,95.04,11.61,2802
ppo,13x13,high,f3,1,high-f3,greedy-phase2-high-f3-s1,7,greedy,0,2950601,0.95,0.76,0.95,0.0,0.96,0,1,0,0.0,0.0,1959
ppo,13x13,high,f3,1,high-f3,greedy-phase2-high-f3-s1,8,defensive,1,3300217,0.96,0.768,0.87,0.09,0.99,0,1,0,44.66,5.3,2946
ppo,13x13,high,f3,1,high-f3,greedy-phase2-high-f3-s1,9,greedy,0,3650194,0.99,0.792,0.87,0.12,0.97,0,1,0,63.5,10.18,2208
ppo,13x13,med,f1,2,med-f1,corner-phase2-med-f1-s2,0,defensive,1,500156,0.98,0.784,0.77,0.21,0.96,1,1,11,449.65,62.08,19807
ppo,13x13,med,f1,2,med-f1,corner-phase2-med-f1-s2,1,corner,0,3200233,0.96,0.768,0.87,0.09,0.99,0,1,0,34.83,7.9,3363
ppo,13x13,high,f3,0,high-f3,greedy-phase2-high-f3,0,defensive,1,500221,0.95,0.76,0.79,0.16,0.98,0,1,0,50.64,6.51,2545
ppo,13x13,high,f3,0,high-f3,greedy-phase2-high-f3,1,greedy,0,850218,0.98,0.784,0.9,0.08,0.95,0,1,0,33.81,6.39,1833
ppo,13x13,high,f3,0,high-f3,greedy-phase2-high-f3,2,defensive,1,1200256,0.95,0.76,0.71,0.24,0.88,1,1,5,82.54,9.98,2664
ppo,13x13,high,f3,0,high-f3,greedy-phase2-high-f3,3,greedy,0,1550190,0.88,0.704,0.86,0.02,0.95,0,1,0,0.56,0.11,1770
ppo,13x13,high,f3,0,high-f3,greedy-phase2-high-f3,4,defensive,1,1900222,0.95,0.76,0.84,0.11,0.98,0,1,0,73.69,9.28,2736
ppo,13x13,high,f3,0,high-f3,greedy-phase2-high-f3,5,greedy,0,2250256,0.98,0.784,0.95,0.03,0.98,0,1,0,4.92,0.88,1803
ppo,13x13,high,f3,0,high-f3,greedy-phase2-high-f3,6,defensive,1,2600233,0.98,0.784,0.85,0.13,1.0,0,1,0,81.48,10.46,2671
ppo,13x13,high,f3,0,high-f3,greedy-phase2-high-f3,7,greedy,0,2950247,1.0,0.8,0.92,0.08,0.96,0,1,0,48.25,9.0,1794
ppo,13x13,high,f3,0,high-f3,greedy-phase2-high-f3,8,defensive,1,3300194,0.96,0.768,0.88,0.08,0.95,0,1,0,64.5,8.18,2743
ppo,13x13,high,f3,0,high-f3,greedy-phase2-high-f3,9,greedy,0,3650172,0.95,0.76,0.92,0.03,0.94,0,1,0,3.02,0.45,2084
ppo,13x13,high,f2,0,high-f2,greedy-phase2-high-f2,0,defensive,1,500221,0.95,0.76,0.79,0.16,0.99,0,1,0,61.17,7.85,6741
ppo,13x13,high,f2,0,high-f2,greedy-phase2-high-f2,1,greedy,0,1400402,0.99,0.792,0.88,0.11,0.99,0,1,0,171.52,33.69,4633
ppo,13x13,high,f2,0,high-f2,greedy-phase2-high-f2,2,defensive,1,2300149,0.99,0.792,0.58,0.41,0.96,1,1,202,412.91,49.63,7166
ppo,13x13,high,f2,0,high-f2,greedy-phase2-high-f2,3,greedy,0,3200557,0.96,0.768,0.8,0.16,0.95,0,1,0,93.26,18.38,3831
ppo,13x13,high,f2,1,high-f2,greedy-phase2-high-f2-s1,0,defensive,1,500274,0.98,0.784,0.55,0.43,0.97,1,1,396,358.79,44.88,6782
ppo,13x13,high,f2,1,high-f2,greedy-phase2-high-f2-s1,1,greedy,0,1400299,0.97,0.776,0.9,0.07,0.95,0,1,0,50.49,11.18,3973
ppo,13x13,high,f2,1,high-f2,greedy-phase2-high-f2-s1,2,defensive,1,2300242,0.95,0.76,0.62,0.33,0.97,1,1,109,171.36,21.14,6750
ppo,13x13,high,f2,1,high-f2,greedy-phase2-high-f2-s1,3,greedy,0,3200245,0.97,0.776,0.88,0.09,0.96,0,1,0,34.91,6.54,4273
ppo,13x13,med,f2,2,med-f2,corner-phase2-med-f2-s2,0,defensive,1,500156,0.98,0.784,0.77,0.21,0.97,1,1,11,211.91,30.73,6257
ppo,13x13,med,f2,2,med-f2,corner-phase2-med-f2-s2,1,corner,0,1400203,0.97,0.776,0.93,0.04,0.97,0,1,0,33.08,5.08,5529
ppo,13x13,med,f2,2,med-f2,corner-phase2-med-f2-s2,2,defensive,1,2300178,0.97,0.776,0.81,0.16,0.97,0,1,0,78.62,10.84,6590
ppo,13x13,med,f2,2,med-f2,corner-phase2-med-f2-s2,3,corner,0,3200485,0.97,0.776,0.93,0.04,0.99,0,1,0,14.22,2.11,5302
ppo,13x13,low,f3,1,low-f3,corner-phase2-low-f3-s1,0,edge,1,500288,0.99,0.792,0.86,0.13,0.96,0,1,0,103.56,17.66,2059
ppo,13x13,low,f3,1,low-f3,corner-phase2-low-f3-s1,1,corner,0,850224,0.96,0.768,0.94,0.02,1.0,0,1,0,1.62,0.23,2348
ppo,13x13,low,f3,1,low-f3,corner-phase2-low-f3-s1,2,edge,1,1200247,1.0,0.8,0.92,0.08,1.0,0,1,0,67.0,10.11,2343
ppo,13x13,low,f3,1,low-f3,corner-phase2-low-f3-s1,3,corner,0,1550155,1.0,0.8,0.95,0.05,0.98,0,1,0,40.49,4.99,2808
ppo,13x13,low,f3,1,low-f3,corner-phase2-low-f3-s1,4,edge,1,1900208,0.98,0.784,0.91,0.07,1.0,0,1,0,35.21,5.06,2540
ppo,13x13,low,f3,1,low-f3,corner-phase2-low-f3-s1,5,corner,0,2250139,1.0,0.8,0.93,0.07,0.95,0,1,0,72.05,8.35,3029
ppo,13x13,low,f3,1,low-f3,corner-phase2-low-f3-s1,6,edge,1,2600179,0.95,0.76,0.91,0.04,0.97,0,1,0,3.11,0.39,2766
ppo,13x13,low,f3,1,low-f3,corner-phase2-low-f3-s1,7,corner,0,2950136,0.97,0.776,0.91,0.06,0.98,0,1,0,29.18,3.39,3060
ppo,13x13,low,f3,1,low-f3,corner-phase2-low-f3-s1,8,edge,1,3300123,0.98,0.784,0.89,0.09,0.92,0,1,0,39.74,4.87,2858
ppo,13x13,low,f3,1,low-f3,corner-phase2-low-f3-s1,9,corner,0,3650142,0.92,0.736,0.88,0.04,0.97,0,1,0,3.31,0.37,3110
ppo,13x13,high,f1,1,high-f1,greedy-phase2-high-f1-s1,0,defensive,1,500274,0.98,0.784,0.55,0.43,0.98,1,1,396,624.15,76.61,21564
ppo,13x13,high,f1,1,high-f1,greedy-phase2-high-f1-s1,1,greedy,0,3200221,0.98,0.784,0.89,0.09,0.98,0,1,0,67.17,13.41,3890
ppo,13x13,low,f2,0,low-f2,corner-phase2-low-f2,0,edge,1,500147,0.98,0.784,0.86,0.12,0.99,0,1,0,157.96,24.11,5915
ppo,13x13,low,f2,0,low-f2,corner-phase2-low-f2,1,corner,0,1400213,0.99,0.792,0.88,0.11,0.97,0,1,0,105.02,15.26,6233
ppo,13x13,low,f2,0,low-f2,corner-phase2-low-f2,2,edge,1,2300199,0.97,0.776,0.86,0.11,0.98,0,1,0,108.16,18.1,6164
ppo,13x13,low,f2,0,low-f2,corner-phase2-low-f2,3,corner,0,3200162,0.98,0.784,0.91,0.07,0.93,0,1,0,70.5,8.84,6438
ppo,13x13,low,f2,1,low-f2,corner-phase2-low-f2-s1,0,edge,1,500288,0.99,0.792,0.86,0.13,0.93,0,1,0,164.38,26.75,5757
ppo,13x13,low,f2,1,low-f2,corner-phase2-low-f2-s1,1,corner,0,1400179,0.93,0.744,0.91,0.02,1.0,0,1,0,1.54,0.18,7880
ppo,13x13,low,f2,1,low-f2,corner-phase2-low-f2-s1,2,edge,1,2300245,1.0,0.8,0.87,0.13,0.87,0,1,0,179.96,20.58,8257
ppo,13x13,low,f2,1,low-f2,corner-phase2-low-f2-s1,3,corner,0,3200110,0.87,0.696,0.83,0.04,0.97,0,1,0,1.98,0.28,7625
ppo,13x13,med,f1,0,med-f1,corner-phase2-med-f1,0,defensive,1,500179,0.98,0.784,0.9,0.08,0.99,0,1,0,158.46,21.98,19618
ppo,13x13,med,f1,0,med-f1,corner-phase2-med-f1,1,corner,0,3200266,0.99,0.792,0.92,0.07,0.97,0,1,0,31.9,7.05,3678
ppo,13x13,med,f3,2,med-f3,corner-phase2-med-f3-s2,0,defensive,1,500156,0.98,0.784,0.77,0.21,1.0,1,1,11,150.87,22.26,2358
ppo,13x13,med,f3,2,med-f3,corner-phase2-med-f3-s2,1,corner,0,850212,1.0,0.8,0.86,0.14,0.97,0,1,0,100.85,20.19,1803
ppo,13x13,med,f3,2,med-f3,corner-phase2-med-f3-s2,2,defensive,1,1201434,0.97,0.776,0.75,0.22,0.96,1,1,2,100.99,13.64,2581
ppo,13x13,med,f3,2,med-f3,corner-phase2-med-f3-s2,3,corner,0,1550604,0.96,0.768,0.88,0.08,0.99,0,1,0,18.36,3.44,2184
ppo,13x13,med,f3,2,med-f3,corner-phase2-med-f3-s2,4,defensive,1,1900131,0.99,0.792,0.91,0.08,0.98,0,1,0,43.68,6.2,2463
ppo,13x13,med,f3,2,med-f3,corner-phase2-med-f3-s2,5,corner,0,2250449,0.98,0.784,0.95,0.03,0.99,0,1,0,4.22,0.93,2079
ppo,13x13,med,f3,2,med-f3,corner-phase2-med-f3-s2,6,defensive,1,2600180,0.99,0.792,0.83,0.16,1.0,0,1,0,131.27,18.23,2507
ppo,13x13,med,f3,2,med-f3,corner-phase2-med-f3-s2,7,corner,0,2950184,1.0,0.8,0.91,0.09,0.98,0,1,0,43.57,6.45,2303
ppo,13x13,med,f3,2,med-f3,corner-phase2-med-f3-s2,8,defensive,1,3300236,0.98,0.784,0.84,0.14,0.96,0,1,0,57.78,7.98,2484
ppo,13x13,med,f3,2,med-f3,corner-phase2-med-f3-s2,9,corner,0,3650508,0.96,0.768,0.95,0.01,0.99,0,1,0,0.06,0.01,2347
ppo,13x13,low,f3,0,low-f3,corner-phase2-low-f3,0,edge,1,500147,0.98,0.784,0.88,0.1,0.97,0,1,0,52.79,8.85,2092
ppo,13x13,low,f3,0,low-f3,corner-phase2-low-f3,1,corner,0,850258,0.97,0.776,0.89,0.08,0.99,0,1,0,24.82,3.72,2255
ppo,13x13,low,f3,0,low-f3,corner-phase2-low-f3,2,edge,1,1200226,0.99,0.792,0.87,0.12,0.92,0,1,0,84.03,12.79,2328
ppo,13x13,low,f3,0,low-f3,corner-phase2-low-f3,3,corner,0,1550301,0.92,0.736,0.9,0.02,0.96,0,1,0,0.59,0.08,2250
ppo,13x13,low,f3,0,low-f3,corner-phase2-low-f3,4,edge,1,1900111,0.96,0.768,0.89,0.07,0.94,0,1,0,29.16,4.03,2488
ppo,13x13,low,f3,0,low-f3,corner-phase2-low-f3,5,corner,0,2250225,0.94,0.752,0.93,0.01,0.95,0,1,0,0.3,0.04,2623
ppo,13x13,low,f3,0,low-f3,corner-phase2-low-f3,6,edge,1,2600151,0.95,0.76,0.89,0.06,0.95,0,1,0,17.53,2.33,2688
ppo,13x13,low,f3,0,low-f3,corner-phase2-low-f3,7,corner,0,2950213,0.95,0.76,0.85,0.1,0.99,0,1,0,39.0,5.41,2539
ppo,13x13,low,f3,0,low-f3,corner-phase2-low-f3,8,edge,1,3300585,0.99,0.792,0.88,0.11,0.92,0,1,0,54.63,7.29,2668
ppo,13x13,low,f3,0,low-f3,corner-phase2-low-f3,9,corner,0,3650194,0.92,0.736,0.9,0.02,1.0,0,1,0,0.96,0.11,3105
ppo,13x13,low,f1,2,low-f1,corner-phase2-low-f1-s2,0,edge,1,500157,0.98,0.784,0.8,0.18,1.0,0,1,0,379.14,56.31,19497
ppo,13x13,low,f1,2,low-f1,corner-phase2-low-f1-s2,1,corner,0,3200171,1.0,0.8,0.85,0.15,0.96,0,1,0,222.02,26.99,7024
ppo,13x13,high,f3,2,high-f3,greedy-phase2-high-f3-s2,0,defensive,1,500212,0.94,0.752,0.73,0.21,0.99,1,1,8,71.03,8.57,2719
ppo,13x13,high,f3,2,high-f3,greedy-phase2-high-f3-s2,1,greedy,0,850221,0.99,0.792,0.94,0.05,1.0,0,1,0,21.75,3.71,1976
ppo,13x13,high,f3,2,high-f3,greedy-phase2-high-f3-s2,2,defensive,1,1200167,1.0,0.8,0.81,0.19,0.98,0,1,0,162.04,19.84,2796
ppo,13x13,high,f3,2,high-f3,greedy-phase2-high-f3-s2,3,greedy,0,1550220,0.98,0.784,0.95,0.03,0.97,0,1,0,4.35,0.67,2114
ppo,13x13,high,f3,2,high-f3,greedy-phase2-high-f3-s2,4,defensive,1,1900126,0.97,0.776,0.68,0.29,0.94,1,1,1,115.9,13.41,2828
ppo,13x13,high,f3,2,high-f3,greedy-phase2-high-f3-s2,5,greedy,0,2250253,0.94,0.752,0.88,0.06,0.93,0,1,0,6.77,1.13,2005
ppo,13x13,high,f3,2,high-f3,greedy-phase2-high-f3-s2,6,defensive,1,2600260,0.93,0.744,0.85,0.08,0.94,0,1,0,16.4,1.88,2899
ppo,13x13,high,f3,2,high-f3,greedy-phase2-high-f3-s2,7,greedy,0,2950169,0.94,0.752,0.92,0.02,0.98,0,1,0,1.29,0.22,1960
ppo,13x13,high,f3,2,high-f3,greedy-phase2-high-f3-s2,8,defensive,1,3300218,0.98,0.784,0.77,0.21,0.97,1,1,16,182.51,21.47,2915
ppo,13x13,high,f3,2,high-f3,greedy-phase2-high-f3-s2,9,greedy,0,3650558,0.97,0.776,0.91,0.06,0.98,0,1,0,8.22,1.42,2011
ppo,13x13,med,f1,1,med-f1,corner-phase2-med-f1-s1,0,defensive,1,500219,0.99,0.792,0.72,0.27,1.0,1,1,7,566.79,78.1,20020
ppo,13x13,med,f1,1,med-f1,corner-phase2-med-f1-s1,1,corner,0,3200569,1.0,0.8,0.91,0.09,1.0,0,1,0,53.0,15.09,3820
ppo,13x13,high,f1,0,high-f1,greedy-phase2-high-f1,0,defensive,1,500221,0.95,0.76,0.79,0.16,1.0,0,1,0,114.65,13.81,22501
ppo,13x13,high,f1,0,high-f1,greedy-phase2-high-f1,1,greedy,0,3200242,1.0,0.8,0.81,0.19,0.98,0,1,0,211.05,49.47,3564
ppo,13x13,high,f2,2,high-f2,greedy-phase2-high-f2-s2,0,defensive,1,500212,0.94,0.752,0.73,0.21,0.93,1,1,8,88.85,10.75,7145
ppo,13x13,high,f2,2,high-f2,greedy-phase2-high-f2-s2,1,greedy,0,1400541,0.93,0.744,0.86,0.07,0.99,0,1,0,13.84,2.82,4500
ppo,13x13,high,f2,2,high-f2,greedy-phase2-high-f2-s2,2,defensive,1,2300281,0.99,0.792,0.9,0.09,0.99,0,1,0,108.22,13.8,7026
ppo,13x13,high,f2,2,high-f2,greedy-phase2-high-f2-s2,3,greedy,0,3200220,0.99,0.792,0.89,0.1,0.94,0,1,0,116.68,21.35,4539
ppo,9x9,med,f2,1,med-f2,corner-phase2-med-f2-s1,0,defensive,1,300094,1.0,0.8,0.88,0.12,0.99,0,1,0,235.45,15.83,7490
ppo,9x9,med,f2,1,med-f2,corner-phase2-med-f2-s1,1,corner,0,800258,0.99,0.792,0.89,0.1,0.99,0,1,0,30.89,1.49,12478
ppo,9x9,med,f2,1,med-f2,corner-phase2-med-f2-s1,2,defensive,1,1300123,0.99,0.792,0.9,0.09,0.97,0,1,0,182.32,10.07,8786
ppo,9x9,med,f2,1,med-f2,corner-phase2-med-f2-s1,3,corner,0,1800105,0.97,0.776,0.77,0.2,1.0,1,1,1,40.23,3.19,12772
ppo,9x9,low,f3,2,low-f3,corner-phase2-low-f3-s2,0,edge,1,300092,1.0,0.8,0.94,0.06,1.0,0,1,0,45.0,2.37,3730
ppo,9x9,low,f3,2,low-f3,corner-phase2-low-f3-s2,1,corner,0,500041,1.0,0.8,0.89,0.11,1.0,0,1,0,53.0,2.22,5067
ppo,9x9,low,f3,2,low-f3,corner-phase2-low-f3-s2,2,edge,1,700048,1.0,0.8,0.97,0.03,1.0,0,1,0,18.0,0.92,4059
ppo,9x9,low,f3,2,low-f3,corner-phase2-low-f3-s2,3,corner,0,900066,1.0,0.8,0.97,0.03,1.0,0,1,0,17.0,0.64,5293
ppo,9x9,low,f3,2,low-f3,corner-phase2-low-f3-s2,4,edge,1,1100073,1.0,0.8,0.94,0.06,0.98,0,1,0,60.26,2.66,4500
ppo,9x9,low,f3,2,low-f3,corner-phase2-low-f3-s2,5,corner,0,1300062,0.98,0.784,0.97,0.01,0.99,0,1,0,0.92,0.04,5160
ppo,9x9,low,f3,2,low-f3,corner-phase2-low-f3-s2,6,edge,1,1500057,0.99,0.792,0.96,0.03,0.99,0,1,0,25.09,1.08,4671
ppo,9x9,low,f3,2,low-f3,corner-phase2-low-f3-s2,7,corner,0,1700067,0.99,0.792,0.97,0.02,1.0,0,1,0,5.18,0.19,5304
ppo,9x9,low,f3,2,low-f3,corner-phase2-low-f3-s2,8,edge,1,1900061,1.0,0.8,0.93,0.07,1.0,0,1,0,18.0,0.75,4789
ppo,9x9,low,f3,2,low-f3,corner-phase2-low-f3-s2,9,corner,0,2100067,1.0,0.8,0.89,0.11,1.0,0,1,0,22.0,0.85,5351
ppo,9x9,high,f1,2,high-f1,greedy-phase2-high-f1-s2,0,defensive,1,300079,0.99,0.792,0.73,0.26,0.98,1,1,7,491.31,25.94,29246
ppo,9x9,high,f1,2,high-f1,greedy-phase2-high-f1-s2,1,greedy,0,1800094,0.98,0.784,0.92,0.06,0.98,0,1,0,34.62,1.97,9119
ppo,9x9,low,f1,0,low-f1,corner-phase2-low-f1,0,edge,1,300092,1.0,0.8,0.77,0.23,1.0,1,1,62,176.0,7.72,36373
ppo,9x9,low,f1,0,low-f1,corner-phase2-low-f1,1,corner,0,1800082,1.0,0.8,0.97,0.03,1.0,0,1,0,35.0,1.34,13156
ppo,9x9,low,f2,2,low-f2,corner-phase2-low-f2-s2,0,edge,1,300092,1.0,0.8,0.94,0.06,0.99,0,1,0,82.68,3.93,10998
ppo,9x9,low,f2,2,low-f2,corner-phase2-low-f2-s2,1,corner,0,800051,0.99,0.792,0.94,0.05,1.0,0,1,0,21.51,0.89,13187
ppo,9x9,low,f2,2,low-f2,corner-phase2-low-f2-s2,2,edge,1,1300056,1.0,0.8,0.72,0.28,1.0,1,1,75,126.0,5.25,12031
ppo,9x9,low,f2,2,low-f2,corner-phase2-low-f2-s2,3,corner,0,1800069,1.0,0.8,0.96,0.04,1.0,0,1,0,48.0,1.84,13183
ppo,9x9,med,f3,0,med-f3,corner-phase2-med-f3,0,defensive,1,300070,1.0,0.8,0.78,0.22,0.96,1,1,4,87.11,6.48,2732
ppo,9x9,med,f3,0,med-f3,corner-phase2-med-f3,1,corner,0,500072,0.96,0.768,0.95,0.01,0.99,0,1,0,0.32,0.02,5224
